Contents_ID,Use,Contents_name,Subcategory_name,시군,구명,도로명주소,지번주소,키워드,다국어,경도,위도,공간객체타입,라인색상,라인패턴,라인두께,전화번호,웹URL,동영상웹링크URL,음성파일웹링크URL,사진정보1,사진정보2,사진정보3,사진정보4,사진정보5,유형,개방시간,소재지용도,변기현황,장애인화장실,기타설비
restgu25_0087,N,서울강명초등학교,정시,,강동구,상일로 74-1,강동구 상일동 98,,KOR,127.1733578,37.55470273,1,#0000FF,L,4,02)426-0278,,,,,,,,,공공개방,정시(08:40~16:40),학교,,"남2,여1",손건조기
restgu25_0086,N,강명중학교,정시,,강동구,상일로 74-1,강동구 강일동 488-2,,KOR,127.1749499,37.5554026,1,#0000ff,L,4,02)440-3200,,,,,,,,,공공개방,정시(09:00~15:00),학교,,"남2,여1",손건조기
restgu25_0085,N,서울강동초등학교,정시,,강동구,상암로 14,강동구 암사동 511,,KOR,127.125306,37.55085989,1,#0000FF,L,4,02)489-3211,,,,,,,,,공공개방,정시(08:40~16:40),학교,,"남6,여2",손건조기
restgu25_0084,N,강동중학교,정시,,강동구,풍산로 237,강동구 강일동 347-3,,KOR,127.1779442,37.56936554,1,#0000FF,L,4,02)481-1503,,,,,,,,,공공개방,정시(06:00~18:00),학교,,"남2,여4",손건조기
restgu25_0083,N,강동고등학교,정시,,강동구,구천면로 572,강동구 상일동,,KOR,127.161055,37.54967874,1,#0000FF,L,4,02)427-0233,,,,,,,,,공공개방,정시(09:00~16:00),학교,,"남2,여1",손건조기
restgu25_0082,Y,길동 119안전센터,상시,,강동구,천중로 215,강동구 길동 344-4,,KOR,127.1443373,37.54097161,1,#0000FF,L,0,02)487-6119,,,,,,,,,공공개방,상시,공공청사,,,
restgu25_0081,Y,고덕 119안전센터,상시,,강동구,양재대로156길 133,강동구 고덕동 494-1,,KOR,127.1520244,37.55716696,1,#0000FF,L,0,02)441-0119,,,,,,,,,공공개방,상시,공공청사,,,
restgu25_0080,Y,암사 119안전센터,상시,,강동구,올림픽로 815,강동구 암사동 505-9,,KOR,127.1286185,37.5539841,1,#0000ff,L,0,02)3426-2119,,,,,,,,,공공개방,상시,공공청사,,,
restgu25_0079,Y,천호 119안전센터,상시,,강동구,진황도로 37,강동구 천호동 166-112,,KOR,127.1313531,37.53861429,1,#0000FF,L,0,02)474-1721,,,,,,,,,공공개방,상시,공공청사,,남1,
restgu25_0078,Y,성내 119안전센터,상시,,강동구,성내로 39,강동구 성내동,,KOR,127.1247588,37.5292929,1,#0000FF,L,0,02)470-0119,,,,,,,,,공공개방,상시,공공청사,,,
restgu25_0077,Y,강동소방서,정시,,강동구,성내로 39,강동구 성내동,,KOR,127.1250136,37.5292667,1,#0000FF,L,0,02)473-1233,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,"남1,여1",
restgu25_0076,Y,둔촌파출소,상시,,강동구,진황도로 239,강동구 둔촌동 115,,KOR,127.1456381,37.52532946,1,#0000FF,L,0,02)477-0116,,,,,,,,,공공개방,상시,공공청사,,"남1,여1",
restgu25_0075,Y,명일파출소,상시,,강동구,동남로 895,강동구 명일동 47-20,,KOR,127.1561617,37.5536125,1,#0000FF,L,0,02)442-0112,,,,,,,,,공공개방,상시,공공청사,,여1,
restgu25_0074,Y,강일지구대,상시,,강동구,아리수로91길 20,강동구 강일동 304-11,,KOR,127.1731959,37.56486164,1,#0000FF,L,0,02)426-0112,,,,,,,,,공공개방,상시,공공청사,,"남1,여1,공용2",
restgu25_0073,Y,암사지구대,상시,,강동구,고덕로 137,강동구 암사동 414-19,,KOR,127.1407676,37.55499349,1,#0000FF,L,0,02)427-0112,,,,,,,,,공공개방,상시,공공청사,,,
restgu25_0072,Y,길동지구대,상시,,강동구,천호대로187길 6,강동구 길동 228-6,,KOR,127.1426033,37.5346581,1,#0000FF,L,0,02)478-1110,,,,,,,,,공공개방,상시,공공청사,,,
restgu25_0071,Y,천호지구대,상시,,강동구,구천면로 141,강동구 천호동 337-140,,KOR,127.1207599,37.54256987,1,#0000FF,L,0,02)478-0112,,,,,,,,,공공개방,상시,공공청사,,,
restgu25_0070,Y,성내지구대,상시,,강동구,성내로 33,강동구 성내동 540-1,,KOR,127.1239422,37.5296256,1,#0000FF,L,0,02)478-0880,,,,,,,,,공공개방,상시,공공청사,,,
restgu25_0069,Y,강동경찰서,상시,,강동구,성내로 33,강동구 성내동 540-1,,KOR,127.124411,37.52986949,1,#0000FF,L,0,02)477-0162,,,,,,,,,공공개방,상시,공공청사,,"남1,여1",손건조기
restgu25_0068,Y,성내도서관,정시,,강동구,성안로 106-1,강동구 성내동 385,,KOR,127.1333262,37.5328421,1,#0000FF,L,0,02)2045-7912,,,,,,,,,공공개방,정시(09:00~20:00),공용시설,,"남1,여1",손건조기
restgu25_0067,Y,해공도서관 ,정시,,강동구,올림픽로 702,강동구 천호동,,KOR,127.1269,37.54369544,1,#0000FF,L,0,02)2045-7912,,,,,,,,,공공개방,정시(09:00~22:00),공용시설,,"남1,여1","기저귀교환대1,비상벨2,손건조기"
restgu25_0066,Y,암사도서관,정시,,강동구,고덕로20길 42,강동구 암사동 471-37,,KOR,127.1333472,37.55282922,1,#0000FF,L,0,02)2045-7912,,,,,,,,,공공개방,정시(09:00~22:00),공용시설,,"남1,여1","기저귀교환대1,비상벨2,손건조기"
restgu25_0065,Y,강동구민회관,정시,,강동구,상암로 168,강동구 천호동 41,,KOR,127.1412067,37.5457274,1,#0000FF,L,0,02)2045-7617,,,,,,,,,공공개방,정시(08:00~21:00),공용시설,,"남1,여2",
restgu25_0064,Y,해공체육문화센터,정시,,강동구,천중로18길 61,강동구 천호동 399-1,,KOR,127.1298143,37.54208913,1,#0000FF,L,0,02)2045-7651,,,,,,,,,공공개방,정시(06:00~22:00),공용시설,,,
restgu25_0063,Y,강동그린웨이 가족캠핑장,상시,,강동구,천호대로206길 87,강동구 둔촌동 562-9,,KOR,127.154073,37.53587167,1,#0000FF,L,0,02)478-4077,,,,,,,,,공공개방,상시,공용시설,,"남1,여1",
restgu25_0062,Y,일자산2체육관,정시,,강동구,동남로 660,강동구 둔촌동 128,,KOR,127.149745,37.5293264,1,#0000FF,L,0,02)2045-7870,,,,,,,,,공공개방,정시(06:00~22:00),공용시설,,,"기저귀교환대1,손건조기"
restgu25_0061,Y,일자산1체육관,정시,,강동구,동남로 660,강동구 둔촌동 128,,KOR,127.1513216,37.5329798,1,#0000FF,L,0,02)2045-7862,,,,,,,,,공공개방,정시(06:00~22:00),공용시설,,공용1,"기저귀교환대1,손건조기"
restgu25_0060,Y,온조대왕체육관,정시,,강동구,고덕로 285,강동구 고덕동,,KOR,127.1573833,37.55643413,1,#0000FF,L,0,02)2045-7853,,,,,,,,,공공개방,정시(06:00~22:00),공용시설,,공용3,"기저귀교환대1,손건조기"
restgu25_0059,Y,천호1동공영주차장,상시,,강동구,구천면로42길 60,강동구 천호동 221-3,,KOR,127.136246,37.5449865,1,#0000FF,L,0,02)2045-7743,,,,,,,,,공공개방,상시,교통시설,,공용1,손건조기
restgu25_0058,Y,명일동공영주차장,상시,,강동구,구천면로 395,강동구 명일동 312-250,,KOR,127.1428863,37.55103954,1,#0000FF,L,0,02)2045-7743,,,,,,,,,공공개방,상시,교통시설,,,손건조기
restgu25_0057,Y,암사1동공영주차장,상시,,강동구,고덕로28길 36,강동구 암사동 435-1,,KOR,127.1382299,37.5527138,1,#0000FF,L,0,02)2045-7743,,,,,,,,,공공개방,상시,교통시설,,여2,
restgu25_0056,Y,강일동공영주차장,상시,,강동구,아리수로91길 54,강동구 강일동,,KOR,127.1720083,37.56636777,1,#0000FF,L,0,02)2045-7743,,,,,,,,,공공개방,상시,교통시설,,공용1,
restgu25_0055,Y,해공공영주차장,상시,,강동구,구천면로29길 11,강동구 천호동 406-30,,KOR,127.1288374,37.5410716,1,#0000FF,L,0,02)2045-7743,,,,,,,,,공공개방,상시,교통시설,,,손건조기
restgu25_0054,Y,천호유수지공영주차장,정시,,강동구,선사로 70,강동구 천호동,,KOR,127.1213544,37.5444649,1,#0000FF,L,0,02)2045-7743,,,,,,,,,공공개방,정시(12:00~23:00),교통시설,,,
restgu25_0053,Y,안말공영주차장,상시,,강동구,풍성로45길 11,강동구 성내동,,KOR,127.129897,37.53125462,1,#0000FF,L,0,02)2045-7743,,,,,,,,,공공개방,상시,교통시설,,남1,
restgu25_0052,Y,중앙하이츠 뒷산,상시,,강동구,상일동 산54,강동구 상일동 산 54,,KOR,127.1594103,37.55214464,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0051,Y,일자산 약수터,상시,,강동구,둔촌동 산6,강동구 둔촌동 6-2,,KOR,127.1492771,37.5289464,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0050,Y,일자산 잔디광장 옆,상시,,강동구,둔촌동 산52,강동구 둔촌동 140,,KOR,127.1502091,37.5312612,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0049,Y,일자산 피크닉장,상시,,강동구,둔촌동 산119,강동구 둔촌동 산 119,,KOR,127.1516816,37.5339408,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0048,Y,일자산 허브천문공원,상시,,강동구,둔촌동 산94,강동구 둔촌동 6-2,,KOR,127.1534578,37.5377858,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0047,Y,성내하니공원,상시,,강동구,성내로3가길 71,강동구 성내동,,KOR,127.1265065,37.52947643,1,#0000FF,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,"남1,여1",손건조기
restgu25_0046,Y,광나루공원,상시,,강동구,상암로 12-19,강동구 암사동 515-7,,KOR,127.1255275,37.55001617,1,#0000FF,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,"남1,여1","기저귀교환대2,손건조기"
restgu25_0045,Y,새장터어린이공원,상시,,강동구,암사1가길 16,강동구 암사동 464-25,,KOR,127.1305634,37.55212195,1,#0000FF,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0044,Y,동명근린공원 축구장,상시,,강동구,고덕동 229,강동구 고덕동 229,,KOR,127.1644946,37.5611177,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,"남1,여1",손건조기
restgu25_0043,Y,동명근린공원,상시,,강동구,고덕로83길 55,강동구 고덕동,,KOR,127.166262,37.5596282,1,#0000FF,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0042,Y,두레근린공원,상시,,강동구,고덕동 497,강동구 고덕동 497,,KOR,127.1522876,37.55805204,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0041,Y,샘터근린공원 족구장,상시,,강동구,고덕동 287,강동구 고덕동 287,,KOR,127.1579706,37.5628268,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0040,Y,샘터근린공원 약수터,상시,,강동구,고덕동 287,강동구 고덕동 287,,KOR,127.1601785,37.5608457,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0039,Y,샘터근린공원 케이트볼장,상시,,강동구,고덕동 287,강동구 고덕동 287,,KOR,127.1573357,37.5617686,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0038,Y,샛마을근린공원,상시,,강동구,명일동 288,강동구 명일동 288,,KOR,127.1473896,37.55008356,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,"남1,여1",손건조기
restgu25_0037,Y,명일파출소,상시,,강동구,동남로 895,강동구 명일동 47-20,,KOR,127.156045,37.5536301,1,#0000FF,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0036,Y,명일근린공원,상시,,강동구,상일동 산26-6,강동구 상일동 149,,KOR,127.1610897,37.5534212,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,손건조기
restgu25_0035,Y,길동성당뒤,상시,,강동구,길동 산3,강동구 길동 산 3,,KOR,127.1497896,37.54394154,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,
restgu25_0034,Y,산등성이목조식,상시,,강동구,암사동 산40-3,강동구 암사동 산 40-3,,KOR,127.1457934,37.56123832,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,
restgu25_0033,Y,방죽공원,상시,,강동구,고덕로 295,강동구 고덕동,,KOR,127.1580197,37.55611667,1,#0000FF,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,
restgu25_0032,Y,민속의집,상시,,강동구,고덕로83길 55,강동구 고덕동,,KOR,127.1684417,37.5595848,1,#0000FF,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,
restgu25_0031,Y,고덕초교 왼편,상시,,강동구,고덕로83길 55,강동구 고덕동,,KOR,127.1677166,37.5609754,1,#0000FF,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,
restgu25_0030,Y,별장앞,상시,,강동구,고덕동 산93-1,강동구 고덕동 산 93-1,,KOR,127.1504251,37.56527941,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,
restgu25_0029,Y,별장진입로,상시,,강동구,고덕동 산98-1,강동구 고덕동 산 98-1,,KOR,127.1467821,37.56273911,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,
restgu25_0028,Y,상일공원,상시,,강동구,상일동 188,강동구 상일동 188,,KOR,127.1682174,37.54746564,1,#0000ff,L,0,02)3425-5864,,,,,,,,,공중,상시,공원,,,
restgu25_0027,Y,둔촌2동주민센터,정시,,강동구,천호대로186길 7,강동구 둔촌동 65,,KOR,127.1419315,37.53334312,1,#0000FF,L,0,02)3425-7910,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,남2,종이타올
restgu25_0026,Y,둔촌1동주민센터,정시,,강동구,양재대로84길 31,강동구 둔촌동 172-5,,KOR,127.1367082,37.5234802,1,#0000FF,L,0,02)3425-7880,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,"남1,여1",손건조기
restgu25_0025,Y,길동자치회관(별관),정시,,강동구,천호대로 1183,강동구 길동 228-10,,KOR,127.1427083,37.53449501,1,#0000FF,L,0,02)3425-7850,,,,,,,,,공공개방,정시(09:00~18:00),공용시설,,,손건조기
restgu25_0024,Y,길동자치회관(본관),정시,,강동구,천호대로187길 6,강동구 길동 228-6,,KOR,127.1426033,37.5346581,1,#0000FF,L,0,02)3425-7850,,,,,,,,,공공개방,정시(09:00~18:00),공용시설,,여2,손건조기
restgu25_0023,Y,길동주민센터,정시,,강동구,명일로 229-1,강동구 길동 103-1,,KOR,127.1461821,37.53921755,1,#0000FF,L,0,02)3425-7850,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,공용1,손건조기
restgu25_0022,Y,성내3동주민센터,정시,,강동구,강동대로53길 76,강동구 성내동 430-29,,KOR,127.1328661,37.52603813,1,#0000FF,L,0,02)3425-7820,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,공용1,종이타올
restgu25_0021,Y,성내2동주민센터,정시,,강동구,풍성로37가길 62,강동구 성내동 508,,KOR,127.1295233,37.5324269,1,#0000FF,L,0,02)3425-7790,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,"남1,공용1",종이타올
restgu25_0020,Y,성내1동주민센터,상시,,강동구,성내로 13,강동구 성내동 539-1,,KOR,127.122444,37.53047102,1,#0000FF,L,0,02)3425-7760,,,,,,,,,공공개방,상시,공공청사,,"남1,여1","유아용보호의자1, 손건조기,종이타올"
restgu25_0019,Y,천호3동주민센터,정시,,강동구,진황도로23길 7,강동구 천호동 555,,KOR,127.1297687,37.54003689,1,#0000FF,L,0,02)3425-7730,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,"남1,여1",손건조기
restgu25_0018,Y,천호2동주민센터,정시,,강동구,올림픽로 698,강동구 천호동 358,,KOR,127.1254133,37.54344755,1,#0000FF,L,0,02)3425-7770,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,,손건조기
restgu25_0017,Y,천호1동주민센터  ,정시,,강동구,구천면로42길 59,강동구 천호동 76-2,,KOR,127.1367825,37.54501823,1,#0000FF,L,0,02)3425-7670,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,남1,종이타올
restgu25_0016,Y,암사3동주민센터 ,정시,,강동구,고덕로 137,강동구 암사동 414-19,,KOR,127.1407676,37.55499349,1,#0000FF,L,0,02)3425-7640,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,"남5, 공용1",손건조기
restgu25_0015,Y,암사2동주민센터  ,정시,,강동구,상암로3길 28,강동구 암사동 503-8,,KOR,127.1272531,37.55170166,1,#0000FF,L,0,02)3425-7610,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,"남2,여2","유아용보호의자4,비상벨4,손건조기"
restgu25_0014,Y,암사1동주민센터  ,정시,,강동구,올림픽로98가길 57,강동구 암사동 493-13,,KOR,127.1326246,37.55147643,1,#0000FF,L,0,02)3425-7580,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,"남1,여1",손건조기
restgu25_0013,Y,고덕2동주민센터,정시,,강동구,아리수로78길 43-12,강동구 고덕동 226-4,,KOR,127.1643382,37.56050409,1,#0000FF,L,0,02)3425-7550,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,"남1,여1",손건조기
restgu25_0012,Y,고덕1동주민센터  ,정시,,강동구,아리수로50길 55,강동구 고덕동 670-2,,KOR,127.148887,37.55904431,1,#0000FF,L,0,02)3425-7520,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,남1,손건조기
restgu25_0011,Y,명일2동주민센터,정시,,강동구,상암로 260,강동구 명일동 223-7,,KOR,127.1513356,37.54635944,1,#0000FF,L,0,02)3425-7490,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,"남1, 여1",종이타올
restgu25_0010,Y,명일1동주민센터,정시,,강동구,양재대로138길 37,강동구 명일동 327-5,,KOR,127.145967,37.54975893,1,#0000FF,L,0,02)3425-7460,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,,손건조기
restgu25_0009,Y,상일동주민센터,정시,,강동구,고덕로80길 111,강동구 상일동 131-1,,KOR,127.1654989,37.5515998,1,#0000FF,L,0,02)3425-7430,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,,손건조기
restgu25_0008,Y,강일동주민센터,정시,,강동구,아리수로93길 9-14,강동구 강일동,,KOR,127.1738886,37.56503659,1,#0000FF,L,0,02)3425-7400,,,,,,,,,공공개방,정시(09:00~22:00),공공청사,,남6,손건조기
restgu25_0007,Y,강동아트센터,정시,,강동구,동남로 870,강동구 상일동 477,,KOR,127.1573229,37.5512196,1,#0000FF,L,0,02)440-0515,,,,,,,,,공공개방,정시(09:00~22:00),공용시설,,"남2, 여1","기저귀교환대1,유아용보호의자1,"
restgu25_0006,Y,강동구의회,정시,,강동구,성내로 55,강동구 성내동,,KOR,127.1263457,37.52863569,1,#0000FF,L,0,02)3425-7360,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,"남1, 여1",종이타올
restgu25_0005,Y,강동구보건소,정시,,강동구,성내로 45,강동구 성내동,,KOR,127.1255596,37.52952944,1,#0000FF,L,0,02)3425-6600,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,"남1, 여1","기저귀교환대1,유아용보호의자1,비상벨2"
restgu25_0004,Y,강동구청(성안별관),정시,,강동구,성내로3가길 19,강동구 성내동 535-8,,KOR,127.1239192,37.53063077,1,#0000FF,L,0,02)3425-5090,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,,종이타올
restgu25_0003,Y,강동구청(서관),정시,,강동구,성내로 25,강동구 성내동,,KOR,127.1236381,37.5304539,1,#0000FF,L,0,02)3425-5090,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,,종이타올
restgu25_0002,Y,강동구청(동관),정시,,강동구,성내로 25,강동구 성내동,,KOR,127.1239919,37.5302474,1,#0000FF,L,0,02)3425-5090,,,,,,,,,공공개방,정시(09:00~18:00),공공청사,,,종이타올
restgu25_0001,Y,강동구청(본관),상시,,강동구,성내로 25,강동구 성내동,,KOR,127.1237303,37.5301414,1,#0000FF,L,0,02)3425-5090,,,,,,,,,공공개방,상시,공공청사,,"남1, 여1",종이타올
restgu24_0277,Y,송파관광정보센터,정시,,송파구,,송파구 신천동 32,,KOR,127.1050639,37.5124562,1,#0000FF,,,02-2147-2174,,,,,,,,,공중화장실,상시,공중화장실,,,
restgu24_0276,Y,풍납백제문화공원,상시,,송파구,,송파구 풍납동 197,,KOR,127.113731,37.53586974,1,#0000FF,,,02-2147-2818,,,,,,,,,공중화장실,상시,공중화장실,,"남1, 여1","페이퍼타올, 핸드드라이어, 유아세면대"
restgu24_0275,Y,잠실3동성당,상시,,송파구,잠실로 15,송파구 잠실동 27-2,,KOR,127.0934589,37.51619186,1,#0000FF,,,,,,,,,,,,민간개방,상시,상가,,,
restgu24_0274,Y,아시아선수촌A동상가,상시,,송파구,올림픽로4길 17,송파구 잠실동 85-1,,KOR,127.0769104,37.50853132,1,#0000FF,,,02-2147-3281,,,,,,,,,민간개방,상시,상가,,,
restgu24_0273,Y,잠실리시온,정시,,송파구,오금로 87,송파구 방이동 22-5,,KOR,127.107411,37.5146343,1,#0000FF,L,4,,,,,,,,,,민간개방1,정시,빌딩,,,
restgu24_0272,Y,한국체육대학교,정시,,송파구,양재대로 1239,송파구 방이동 88-15,,KOR,127.1311523,37.51959532,1,#0000FF,L,4,02-2147-3284,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",대학교,,,손건조기
restgu24_0271,N,한국육영학교(특수),정시,,송파구,충민로6길 15,송파구 장지동 848-1,,KOR,127.1324628,37.48181279,1,#0000FF,L,4,02-2147-3284,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",학교,,"남1, 공용1",손건조기
restgu24_0270,Y,아산병원,정시,,송파구,강동대로 13,송파구 풍납동 388,,KOR,127.1103833,37.5290581,1,#0000FF,L,4,02-1688-7575,,,,,,,,,민간개방,"정시(09:00~18:00, 평일만)",병원,,"남2, 여2",손건조기
restgu24_0268,Y,서울초이스병원(임정애 메이저),정시,,송파구,올림픽로 579,송파구 풍납동 496-5,,KOR,127.1211709,37.53382172,1,#0000FF,L,4,02-2147-3284,,,,,,,,,민간개방,"정시(09:00~18:00, 평일만)",병원,,공용1,"유아용보호의자, 비상벨, 손건조기"
restgu24_0267,Y,가락119안전센터,정시,,송파구,,송파구 가락동 600,,KOR,127.1114873,37.493479,1,#0000FF,L,0,02-403-2119,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공공청사,,"남1, 공용1",손건조기
restgu24_0266,Y,"운동장119
안전센터",정시,,송파구,올림픽로 25,송파구 잠실동 10,,KOR,127.0729854,37.51647448,1,#0000FF,L,0,02-403-2119,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공공청사,,,손건조기
restgu24_0265,Y,잠실119안전센터,정시,,송파구,석촌호수로 151,송파구 잠실동 44-5,,KOR,127.093828,37.50731118,1,#0000FF,L,0,02-403-2119,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공공청사,,,손건조기
restgu24_0264,Y,방이119안전센터,정시,,송파구,강동대로 286,송파구 방이동 89-3,,KOR,127.136542,37.51973619,1,#0000FF,L,0,02-403-2119,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공공청사,,,손건조기
restgu24_0263,Y,거여119안전센터,정시,,송파구,마천로 329,송파구 마천동 307-11,,KOR,127.1517972,37.4941662,1,#0000ff,L,0,02-403-2119,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공공청사,,공용1,손건조기
restgu24_0262,Y,마천119안전센터,정시,,송파구,오금로51길 56,송파구 마천동 29-1,,KOR,127.1424779,37.49980644,1,#0000FF,L,0,02-403-2119,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공공청사,,,손건조기
restgu24_0261,Y,시설관리공단,정시,,송파구,,송파구 장지동 573-1,,KOR,127.1320532,37.47084978,1,#0000FF,L,0,02-2157-1114,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공공청사,,,손건조기
restgu24_0260,N,송파구  공영차고지,정시,,송파구,충민로6길 61-5,송파구 장지동 848-1,,KOR,127.1366356,37.4809964,1,#0000ff,L,0,02-2147-3284,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",교통시설,,,손건조기
restgu24_0259,Y,강동송파교육지원청,정시,,송파구,잠실로 26,송파구 잠실동 22-3,,KOR,127.0889357,37.51437163,1,#0000FF,L,0,02-3434-4300,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공공청사,,"남1, 여1",손건조기
restgu24_0258,Y,경찰병원,정시,,송파구,중대로 149,송파구 가락동 58-3,,KOR,127.1237903,37.49558439,1,#0000FF,L,0,02-3400-1114,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",병원,,"남1, 여1",손건조기
restgu24_0257,Y,국민연금본부회관,정시,,송파구,신천로2길 13,송파구 신천동 7-16,,KOR,127.1008941,37.51553699,1,#0000FF,L,0,02-2147-3284,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공공청사,,"남1, 여1",손건조기
restgu24_0256,Y,한국조세연구원빌딩,정시,,송파구,송파대로28길 28,송파구 가락동 79-6,,KOR,127.1209769,37.49454716,1,#0000ff,L,0,02-2186-2114,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",빌딩,,"남1, 여1",손건조기
restgu24_0255,Y,대한소방공제회빌딩,정시,,송파구,송파대로 274,송파구 가락동 98-3,,KOR,127.1180774,37.49402907,1,#0000ff,L,0,02-409-6387,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",빌딩,,,손건조기
restgu24_0252,Y,송파우체국,정시,,송파구,오금로 323,송파구 오금동 50-3,,KOR,127.127841,37.50263529,1,#0000FF,L,0,02-405-8777,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공공청사,,남1,손건조기
restgu24_0251,Y,서울영어마을풍납캠프,정시,,송파구,풍성로14길 45,송파구 풍납동 281-1,,KOR,127.1132954,37.53216268,1,#0000FF,L,0,02-480-4800,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공용시설,,"남1, 여1",손건조기
restgu24_0250,Y,청소년 수련관,정시,,송파구,성내천로 319,송파구 마천동 325-5,,KOR,127.1566249,37.4923348,1,#0000FF,L,0,02-449-0500,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공용시설,,"남1, 여1",손건조기
restgu24_0249,Y,청소년 수련관,정시,,송파구,중대로4길 8,송파구 문정동 150-8,,KOR,127.111309,37.4897311,1,#0000FF,L,0,02-449-0500,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공용시설,,"남1, 공용1",손건조기
restgu24_0248,Y,"송파도서관
(오금동 51)",정시,,송파구,동남로23가길 20-15,송파구 오금동 51,,KOR,127.1348409,37.4999961,1,#0000FF,L,0,02-3434-3333,,,,,,,,,공공개방,"정시(09:00~18:00, 평일만)",공용시설,,여2,손건조기
restgu24_0247,Y,"올림픽공원-
프라자C동",정시,,송파구,올림픽로 424,송파구 방이동 88,,KOR,127.1160924,37.5191852,1,#0000FF,L,0,02-410-1114,,,,,,,,,공중,"정시(09:00~18:00, 평일만)",공원,,남1,손건조기
restgu24_0246,Y,"올림픽공원-
프라자C동",정시,,송파구,올림픽로 424,송파구 방이동 88,,KOR,127.1155166,37.5189399,1,#0000FF,L,0,02-410-1114,,,,,,,,,공중,"정시(09:00~18:00, 평일만)",공원,,남1,손건조기
